Category,Resume,Skills,Experience,Selected
DevOps Engineer,"Experienced DevOps Engineer professional with 9 years of experience. Proficient in aws, jenkins, ci/cd, docker. Worked on multiple projects involving aws and docker. Strong analytical and problem-solving skills.","aws, jenkins, ci/cd, docker",9,1
Arts,"Experienced Arts professional with 0 years of experience. Proficient in photoshop, video editing, content creation, illustrator. Worked on multiple projects involving photoshop and illustrator. Strong analytical and problem-solving skills.","photoshop, video editing, content creation, illustrator",0,1
Java Developer,"Experienced Java Developer professional with 0 years of experience. Proficient in sql, spring boot, maven, microservices. Worked on multiple projects involving sql and microservices. Strong analytical and problem-solving skills.","sql, spring boot, maven, microservices",0,0
Database Administrator,"Experienced Database Administrator professional with 9 years of experience. Proficient in postgresql, performance tuning, oracle, sql. Worked on multiple projects involving postgresql and sql. Strong analytical and problem-solving skills.","postgresql, performance tuning, oracle, sql",9,1
Database Administrator,"Experienced Database Administrator professional with 10 years of experience. Proficient in backup, mysql, oracle, performance tuning. Worked on multiple projects involving backup and performance tuning. Strong analytical and problem-solving skills.","backup, mysql, oracle, performance tuning",10,1
Java Developer,"Experienced Java Developer professional with 6 years of experience. Proficient in microservices, maven, sql, spring boot. Worked on multiple projects involving microservices and spring boot. Strong analytical and problem-solving skills.","microservices, maven, sql, spring boot",6,1
Data Science,"Experienced Data Science professional with 10 years of experience. Proficient in sklearn, numpy, tensorflow, python. Worked on multiple projects involving sklearn and python. Strong analytical and problem-solving skills.","sklearn, numpy, tensorflow, python",10,1
Automation Testing,"Experienced Automation Testing professional with 10 years of experience. Proficient in testng, selenium, api testing, jira. Worked on multiple projects involving testng and jira. Strong analytical and problem-solving skills.","testng, selenium, api testing, jira",10,1
Health and Fitness,"Experienced Health and Fitness professional with 7 years of experience. Proficient in nutrition, anatomy, cpr, fitness coaching. Worked on multiple projects involving nutrition and fitness coaching. Strong analytical and problem-solving skills.","nutrition, anatomy, cpr, fitness coaching",7,1
Civil Engineer,"Experienced Civil Engineer professional with 11 years of experience. Proficient in autocad, project management, soil testing, staad pro. Worked on multiple projects involving autocad and staad pro. Strong analytical and problem-solving skills.","autocad, project management, soil testing, staad pro",11,1
Advocate,"Experienced Advocate professional with 4 years of experience. Proficient in ipc, litigation, legal research, contract drafting. Worked on multiple projects involving ipc and contract drafting. Strong analytical and problem-solving skills.","ipc, litigation, legal research, contract drafting",4,1
Database Administrator,"Experienced Database Administrator professional with 0 years of experience. Proficient in postgresql, sql, performance tuning, backup. Worked on multiple projects involving postgresql and backup. Strong analytical and problem-solving skills.","postgresql, sql, performance tuning, backup",0,1
SAP Developer,"Experienced SAP Developer professional with 9 years of experience. Proficient in sap fi, bapi, idoc, sap abap. Worked on multiple projects involving sap fi and sap abap. Strong analytical and problem-solving skills.","sap fi, bapi, idoc, sap abap",9,1
PMO,"Experienced PMO professional with 7 years of experience. Proficient in agile, pmp, budget planning, ms project. Worked on multiple projects involving agile and ms project. Strong analytical and problem-solving skills.","agile, pmp, budget planning, ms project",7,0
Business Analyst,"Experienced Business Analyst professional with 3 years of experience. Proficient in uml, sql, stakeholder management, requirement gathering. Worked on multiple projects involving uml and requirement gathering. Strong analytical and problem-solving skills.","uml, sql, stakeholder management, requirement gathering",3,1
Operations Manager,"Experienced Operations Manager professional with 0 years of experience. Proficient in kpi, six sigma, erp, lean. Worked on multiple projects involving kpi and lean. Strong analytical and problem-solving skills.","kpi, six sigma, erp, lean",0,0
Database Administrator,"Experienced Database Administrator professional with 1 years of experience. Proficient in performance tuning, backup, oracle, mysql. Worked on multiple projects involving performance tuning and mysql. Strong analytical and problem-solving skills.","performance tuning, backup, oracle, mysql",1,1
Web Developer,"Experienced Web Developer professional with 5 years of experience. Proficient in javascript, react, mongodb, html. Worked on multiple projects involving javascript and html. Strong analytical and problem-solving skills.","javascript, react, mongodb, html",5,1
Network Security,"Experienced Network Security professional with 2 years of experience. Proficient in penetration testing, ids/ips, firewall, siem. Worked on multiple projects involving penetration testing and siem. Strong analytical and problem-solving skills.","penetration testing, ids/ips, firewall, siem",2,1
Health and Fitness,"Experienced Health and Fitness professional with 0 years of experience. Proficient in physiotherapy, fitness coaching, cpr, nutrition. Worked on multiple projects involving physiotherapy and nutrition. Strong analytical and problem-solving skills.","physiotherapy, fitness coaching, cpr, nutrition",0,1
Business Analyst,"Experienced Business Analyst professional with 11 years of experience. Proficient in stakeholder management, requirement gathering, agile, uml. Worked on multiple projects involving stakeholder management and uml. Strong analytical and problem-solving skills.","stakeholder management, requirement gathering, agile, uml",11,1
Civil Engineer,"Experienced Civil Engineer professional with 8 years of experience. Proficient in autocad, staad pro, estimation, project management. Worked on multiple projects involving autocad and project management. Strong analytical and problem-solving skills.","autocad, staad pro, estimation, project management",8,1
Arts,"Experienced Arts professional with 6 years of experience. Proficient in video editing, content creation, illustrator, photoshop. Worked on multiple projects involving video editing and photoshop. Strong analytical and problem-solving skills.","video editing, content creation, illustrator, photoshop",6,1
Network Security,"Experienced Network Security professional with 10 years of experience. Proficient in wireshark, firewall, ids/ips, siem. Worked on multiple projects involving wireshark and siem. Strong analytical and problem-solving skills.","wireshark, firewall, ids/ips, siem",10,1
DevOps Engineer,"Experienced DevOps Engineer professional with 6 years of experience. Proficient in jenkins, aws, kubernetes, docker. Worked on multiple projects involving jenkins and docker. Strong analytical and problem-solving skills.","jenkins, aws, kubernetes, docker",6,1
Java Developer,"Experienced Java Developer professional with 10 years of experience. Proficient in sql, java, spring boot, hibernate. Worked on multiple projects involving sql and hibernate. Strong analytical and problem-solving skills.","sql, java, spring boot, hibernate",10,1
Database Administrator,"Experienced Database Administrator professional with 9 years of experience. Proficient in postgresql, mysql, sql, performance tuning. Worked on multiple projects involving postgresql and performance tuning. Strong analytical and problem-solving skills.","postgresql, mysql, sql, performance tuning",9,1
Java Developer,"Experienced Java Developer professional with 7 years of experience. Proficient in java, microservices, spring boot, maven. Worked on multiple projects involving java and maven. Strong analytical and problem-solving skills.","java, microservices, spring boot, maven",7,0
Health and Fitness,"Experienced Health and Fitness professional with 8 years of experience. Proficient in anatomy, physiotherapy, nutrition, fitness coaching. Worked on multiple projects involving anatomy and fitness coaching. Strong analytical and problem-solving skills.","anatomy, physiotherapy, nutrition, fitness coaching",8,1
SAP Developer,"Experienced SAP Developer professional with 8 years of experience. Proficient in bapi, sap fi, sap mm, sap abap. Worked on multiple projects involving bapi and sap abap. Strong analytical and problem-solving skills.","bapi, sap fi, sap mm, sap abap",8,1
Web Developer,"Experienced Web Developer professional with 6 years of experience. Proficient in css, mongodb, node.js, react. Worked on multiple projects involving css and react. Strong analytical and problem-solving skills.","css, mongodb, node.js, react",6,1
Database Administrator,"Experienced Database Administrator professional with 0 years of experience. Proficient in performance tuning, sql, mysql, oracle. Worked on multiple projects involving performance tuning and oracle. Strong analytical and problem-solving skills.","performance tuning, sql, mysql, oracle",0,1
Electrical Engineering,"Experienced Electrical Engineering professional with 3 years of experience. Proficient in circuit design, matlab, power systems, scada. Worked on multiple projects involving circuit design and scada. Strong analytical and problem-solving skills.","circuit design, matlab, power systems, scada",3,1
Network Security,"Experienced Network Security professional with 9 years of experience. Proficient in ids/ips, wireshark, siem, vpn. Worked on multiple projects involving ids/ips and vpn. Strong analytical and problem-solving skills.","ids/ips, wireshark, siem, vpn",9,0
Database Administrator,"Experienced Database Administrator professional with 4 years of experience. Proficient in performance tuning, postgresql, sql, backup. Worked on multiple projects involving performance tuning and backup. Strong analytical and problem-solving skills.","performance tuning, postgresql, sql, backup",4,1
DevOps Engineer,"Experienced DevOps Engineer professional with 3 years of experience. Proficient in aws, ci/cd, docker, jenkins. Worked on multiple projects involving aws and jenkins. Strong analytical and problem-solving skills.","aws, ci/cd, docker, jenkins",3,1
Business Analyst,"Experienced Business Analyst professional with 9 years of experience. Proficient in stakeholder management, uml, sql, requirement gathering. Worked on multiple projects involving stakeholder management and requirement gathering. Strong analytical and problem-solving skills.","stakeholder management, uml, sql, requirement gathering",9,1
Automation Testing,"Experienced Automation Testing professional with 6 years of experience. Proficient in testng, selenium, api testing, jira. Worked on multiple projects involving testng and jira. Strong analytical and problem-solving skills.","testng, selenium, api testing, jira",6,0
Arts,"Experienced Arts professional with 6 years of experience. Proficient in content creation, video editing, illustrator, photoshop. Worked on multiple projects involving content creation and photoshop. Strong analytical and problem-solving skills.","content creation, video editing, illustrator, photoshop",6,1
Operations Manager,"Experienced Operations Manager professional with 7 years of experience. Proficient in kpi, six sigma, supply chain, erp. Worked on multiple projects involving kpi and erp. Strong analytical and problem-solving skills.","kpi, six sigma, supply chain, erp",7,1
PMO,"Experienced PMO professional with 3 years of experience. Proficient in agile, risk management, ms project, pmp. Worked on multiple projects involving agile and pmp. Strong analytical and problem-solving skills.","agile, risk management, ms project, pmp",3,1
HR,"Experienced HR professional with 7 years of experience. Proficient in onboarding, hrms, payroll, recruitment. Worked on multiple projects involving onboarding and recruitment. Strong analytical and problem-solving skills.","onboarding, hrms, payroll, recruitment",7,0
Advocate,"Experienced Advocate professional with 7 years of experience. Proficient in litigation, ipc, legal research, contract drafting. Worked on multiple projects involving litigation and contract drafting. Strong analytical and problem-solving skills.","litigation, ipc, legal research, contract drafting",7,1
HR,"Experienced HR professional with 4 years of experience. Proficient in employee engagement, payroll, hrms, recruitment. Worked on multiple projects involving employee engagement and recruitment. Strong analytical and problem-solving skills.","employee engagement, payroll, hrms, recruitment",4,1
Automation Testing,"Experienced Automation Testing professional with 8 years of experience. Proficient in postman, selenium, testng, jira. Worked on multiple projects involving postman and jira. Strong analytical and problem-solving skills.","postman, selenium, testng, jira",8,1
Mechanical Engineer,"Experienced Mechanical Engineer professional with 6 years of experience. Proficient in cnc machining, ansys, catia, solidworks. Worked on multiple projects involving cnc machining and solidworks. Strong analytical and problem-solving skills.","cnc machining, ansys, catia, solidworks",6,1
Database Administrator,"Experienced Database Administrator professional with 11 years of experience. Proficient in sql, postgresql, backup, oracle. Worked on multiple projects involving sql and oracle. Strong analytical and problem-solving skills.","sql, postgresql, backup, oracle",11,1
PMO,"Experienced PMO professional with 6 years of experience. Proficient in pmp, agile, ms project, risk management. Worked on multiple projects involving pmp and risk management. Strong analytical and problem-solving skills.","pmp, agile, ms project, risk management",6,1
Arts,"Experienced Arts professional with 8 years of experience. Proficient in illustrator, content creation, video editing, photoshop. Worked on multiple projects involving illustrator and photoshop. Strong analytical and problem-solving skills.","illustrator, content creation, video editing, photoshop",8,1
Operations Manager,"Experienced Operations Manager professional with 5 years of experience. Proficient in kpi, supply chain, lean, six sigma. Worked on multiple projects involving kpi and six sigma. Strong analytical and problem-solving skills.","kpi, supply chain, lean, six sigma",5,1
DevOps Engineer,"Experienced DevOps Engineer professional with 8 years of experience. Proficient in docker, jenkins, terraform, aws. Worked on multiple projects involving docker and aws. Strong analytical and problem-solving skills.","docker, jenkins, terraform, aws",8,1
Java Developer,"Experienced Java Developer professional with 10 years of experience. Proficient in spring boot, maven, hibernate, sql. Worked on multiple projects involving spring boot and sql. Strong analytical and problem-solving skills.","spring boot, maven, hibernate, sql",10,1
Mechanical Engineer,"Experienced Mechanical Engineer professional with 2 years of experience. Proficient in catia, cnc machining, ansys, thermodynamics. Worked on multiple projects involving catia and thermodynamics. Strong analytical and problem-solving skills.","catia, cnc machining, ansys, thermodynamics",2,1
Civil Engineer,"Experienced Civil Engineer professional with 6 years of experience. Proficient in autocad, estimation, project management, soil testing. Worked on multiple projects involving autocad and soil testing. Strong analytical and problem-solving skills.","autocad, estimation, project management, soil testing",6,1
Data Science,"Experienced Data Science professional with 1 years of experience. Proficient in machine learning, numpy, python, tensorflow. Worked on multiple projects involving machine learning and tensorflow. Strong analytical and problem-solving skills.","machine learning, numpy, python, tensorflow",1,0
Civil Engineer,"Experienced Civil Engineer professional with 3 years of experience. Proficient in autocad, project management, soil testing, staad pro. Worked on multiple projects involving autocad and staad pro. Strong analytical and problem-solving skills.","autocad, project management, soil testing, staad pro",3,1
DevOps Engineer,"Experienced DevOps Engineer professional with 6 years of experience. Proficient in kubernetes, terraform, ci/cd, aws. Worked on multiple projects involving kubernetes and aws. Strong analytical and problem-solving skills.","kubernetes, terraform, ci/cd, aws",6,1
DevOps Engineer,"Experienced DevOps Engineer professional with 2 years of experience. Proficient in jenkins, docker, aws, terraform. Worked on multiple projects involving jenkins and terraform. Strong analytical and problem-solving skills.","jenkins, docker, aws, terraform",2,0
HR,"Experienced HR professional with 6 years of experience. Proficient in hrms, payroll, employee engagement, recruitment. Worked on multiple projects involving hrms and recruitment. Strong analytical and problem-solving skills.","hrms, payroll, employee engagement, recruitment",6,1
PMO,"Experienced PMO professional with 2 years of experience. Proficient in risk management, pmp, budget planning, agile. Worked on multiple projects involving risk management and agile. Strong analytical and problem-solving skills.","risk management, pmp, budget planning, agile",2,1
Arts,"Experienced Arts professional with 2 years of experience. Proficient in photoshop, content creation, illustrator, video editing. Worked on multiple projects involving photoshop and video editing. Strong analytical and problem-solving skills.","photoshop, content creation, illustrator, video editing",2,0
Python Developer,"Experienced Python Developer professional with 3 years of experience. Proficient in postgresql, rest api, python, django. Worked on multiple projects involving postgresql and django. Strong analytical and problem-solving skills.","postgresql, rest api, python, django",3,0
Web Developer,"Experienced Web Developer professional with 6 years of experience. Proficient in node.js, css, react, html. Worked on multiple projects involving node.js and html. Strong analytical and problem-solving skills.","node.js, css, react, html",6,1
HR,"Experienced HR professional with 2 years of experience. Proficient in employee engagement, recruitment, payroll, hrms. Worked on multiple projects involving employee engagement and hrms. Strong analytical and problem-solving skills.","employee engagement, recruitment, payroll, hrms",2,1
Python Developer,"Experienced Python Developer professional with 10 years of experience. Proficient in flask, docker, django, postgresql. Worked on multiple projects involving flask and postgresql. Strong analytical and problem-solving skills.","flask, docker, django, postgresql",10,1
SAP Developer,"Experienced SAP Developer professional with 8 years of experience. Proficient in bapi, sap fi, idoc, sap mm. Worked on multiple projects involving bapi and sap mm. Strong analytical and problem-solving skills.","bapi, sap fi, idoc, sap mm",8,0
Arts,"Experienced Arts professional with 1 years of experience. Proficient in content creation, photoshop, video editing, illustrator. Worked on multiple projects involving content creation and illustrator. Strong analytical and problem-solving skills.","content creation, photoshop, video editing, illustrator",1,1
PMO,"Experienced PMO professional with 6 years of experience. Proficient in ms project, budget planning, pmp, risk management. Worked on multiple projects involving ms project and risk management. Strong analytical and problem-solving skills.","ms project, budget planning, pmp, risk management",6,0
Automation Testing,"Experienced Automation Testing professional with 6 years of experience. Proficient in api testing, selenium, jira, testng. Worked on multiple projects involving api testing and testng. Strong analytical and problem-solving skills.","api testing, selenium, jira, testng",6,1
PMO,"Experienced PMO professional with 1 years of experience. Proficient in risk management, pmp, ms project, budget planning. Worked on multiple projects involving risk management and budget planning. Strong analytical and problem-solving skills.","risk management, pmp, ms project, budget planning",1,0
Civil Engineer,"Experienced Civil Engineer professional with 9 years of experience. Proficient in estimation, project management, staad pro, soil testing. Worked on multiple projects involving estimation and soil testing. Strong analytical and problem-solving skills.","estimation, project management, staad pro, soil testing",9,1
Mechanical Engineer,"Experienced Mechanical Engineer professional with 4 years of experience. Proficient in ansys, cnc machining, thermodynamics, solidworks. Worked on multiple projects involving ansys and solidworks. Strong analytical and problem-solving skills.","ansys, cnc machining, thermodynamics, solidworks",4,1
Database Administrator,"Experienced Database Administrator professional with 6 years of experience. Proficient in postgresql, oracle, backup, mysql. Worked on multiple projects involving postgresql and mysql. Strong analytical and problem-solving skills.","postgresql, oracle, backup, mysql",6,1
Java Developer,"Experienced Java Developer professional with 7 years of experience. Proficient in sql, maven, microservices, hibernate. Worked on multiple projects involving sql and hibernate. Strong analytical and problem-solving skills.","sql, maven, microservices, hibernate",7,1
Business Analyst,"Experienced Business Analyst professional with 3 years of experience. Proficient in stakeholder management, uml, sql, requirement gathering. Worked on multiple projects involving stakeholder management and requirement gathering. Strong analytical and problem-solving skills.","stakeholder management, uml, sql, requirement gathering",3,1
Database Administrator,"Experienced Database Administrator professional with 1 years of experience. Proficient in oracle, sql, backup, performance tuning. Worked on multiple projects involving oracle and performance tuning. Strong analytical and problem-solving skills.","oracle, sql, backup, performance tuning",1,1
